Comment-Id,Post-id,Posting-User-Id,Likes,Commenting-User-Id, Comment
79,16,1,184,8,Some Random Commen with Id 79
80,16,1,9,2,Some Random Commen with Id 80
81,16,1,36,0,Some Random Commen with Id 81
82,16,1,9,1,Some Random Commen with Id 82
83,16,1,115,6,Some Random Commen with Id 83
84,16,1,104,0,Some Random Commen with Id 84
85,16,1,18,7,Some Random Commen with Id 85
86,16,1,58,0,Some Random Commen with Id 86
87,17,9,85,0,Some Random Commen with Id 87
88,17,9,129,4,Some Random Commen with Id 88
89,18,7,112,1,Some Random Commen with Id 89
90,18,7,52,6,Some Random Commen with Id 90
91,18,7,119,4,Some Random Commen with Id 91
92,18,7,95,1,Some Random Commen with Id 92
93,19,3,48,6,Some Random Commen with Id 93
94,19,3,135,1,Some Random Commen with Id 94
95,19,3,116,8,Some Random Commen with Id 95
96,19,3,82,1,Some Random Commen with Id 96
97,19,3,185,0,Some Random Commen with Id 97
98,19,3,130,3,Some Random Commen with Id 98
99,20,5,145,3,Some Random Commen with Id 99
100,20,5,63,0,Some Random Commen with Id 100
101,20,5,176,9,Some Random Commen with Id 101
102,20,5,72,0,Some Random Commen with Id 102
103,20,5,150,0,Some Random Commen with Id 103
104,21,9,38,4,Some Random Commen with Id 104
105,21,9,68,1,Some Random Commen with Id 105
106,21,9,22,3,Some Random Commen with Id 106
107,21,9,121,8,Some Random Commen with Id 107
108,21,9,55,4,Some Random Commen with Id 108
109,21,9,108,1,Some Random Commen with Id 109
110,21,9,30,7,Some Random Commen with Id 110
111,21,9,16,9,Some Random Commen with Id 111
112,22,2,114,8,Some Random Commen with Id 112
113,22,2,23,5,Some Random Commen with Id 113
114,22,2,100,2,Some Random Commen with Id 114
115,22,2,119,2,Some Random Commen with Id 115
116,22,2,13,4,Some Random Commen with Id 116
117,22,2,123,9,Some Random Commen with Id 117
118,22,2,127,9,Some Random Commen with Id 118
119,22,2,51,9,Some Random Commen with Id 119
120,23,7,120,1,Some Random Commen with Id 120
121,23,7,15,3,Some Random Commen with Id 121
122,23,7,130,4,Some Random Commen with Id 122
123,23,7,123,5,Some Random Commen with Id 123
124,23,7,2,3,Some Random Commen with Id 124
125,25,4,12,2,Some Random Commen with Id 125
126,25,4,178,9,Some Random Commen with Id 126
127,25,4,81,5,Some Random Commen with Id 127
128,26,4,141,0,Some Random Commen with Id 128
129,26,4,139,6,Some Random Commen with Id 129
130,27,0,160,9,Some Random Commen with Id 130
131,27,0,53,5,Some Random Commen with Id 131
132,27,0,1,7,Some Random Commen with Id 132
133,27,0,191,8,Some Random Commen with Id 133
134,28,2,191,7,Some Random Commen with Id 134
135,28,2,122,5,Some Random Commen with Id 135
136,28,2,186,8,Some Random Commen with Id 136
137,28,2,189,6,Some Random Commen with Id 137
138,28,2,111,7,Some Random Commen with Id 138
139,28,2,126,0,Some Random Commen with Id 139
140,28,2,33,4,Some Random Commen with Id 140
141,28,2,133,3,Some Random Commen with Id 141
142,29,4,57,4,Some Random Commen with Id 142
143,29,4,45,7,Some Random Commen with Id 143
144,29,4,154,3,Some Random Commen with Id 144
145,30,0,85,4,Some Random Commen with Id 145
146,30,0,157,8,Some Random Commen with Id 146
147,30,0,29,1,Some Random Commen with Id 147
148,30,0,115,7,Some Random Commen with Id 148
149,30,0,10,1,Some Random Commen with Id 149
150,32,1,127,7,Some Random Commen with Id 150
151,32,1,104,0,Some Random Commen with Id 151
152,32,1,97,8,Some Random Commen with Id 152
153,32,1,124,7,Some Random Commen with Id 153
154,32,1,66,4,Some Random Commen with Id 154
155,33,7,66,3,Some Random Commen with Id 155
156,33,7,45,0,Some Random Commen with Id 156
157,33,7,35,9,Some Random Commen with Id 157
158,33,7,169,2,Some Random Commen with Id 158
159,33,7,68,3,Some Random Commen with Id 159
160,33,7,157,0,Some Random Commen with Id 160
161,34,4,143,6,Some Random Commen with Id 161
162,34,4,88,1,Some Random Commen with Id 162
163,34,4,96,1,Some Random Commen with Id 163
164,34,4,81,4,Some Random Commen with Id 164
165,34,4,35,1,Some Random Commen with Id 165
166,34,4,13,2,Some Random Commen with Id 166
167,34,4,115,6,Some Random Commen with Id 167
168,34,4,64,3,Some Random Commen with Id 168
169,34,4,192,7,Some Random Commen with Id 169
170,35,0,141,8,Some Random Commen with Id 170
171,35,0,40,7,Some Random Commen with Id 171
172,37,5,160,0,Some Random Commen with Id 172
173,37,5,172,3,Some Random Commen with Id 173
174,37,5,157,1,Some Random Commen with Id 174
175,37,5,132,6,Some Random Commen with Id 175
176,37,5,166,8,Some Random Commen with Id 176
177,37,5,135,4,Some Random Commen with Id 177
178,38,4,152,5,Some Random Commen with Id 178
179,38,4,110,0,Some Random Commen with Id 179
180,39,4,161,7,Some Random Commen with Id 180
181,39,4,128,9,Some Random Commen with Id 181
182,39,4,94,3,Some Random Commen with Id 182
183,39,4,189,1,Some Random Commen with Id 183
184,39,4,32,2,Some Random Commen with Id 184
185,39,4,96,2,Some Random Commen with Id 185
186,39,4,64,6,Some Random Commen with Id 186
187,39,4,9,8,Some Random Commen with Id 187
188,39,4,15,2,Some Random Commen with Id 188
